Tc_full-no_duplicates,Tc_full
4896,10803
4897,10804
4898,10805
4899,10806
4900,10807
4901,10808
4902,10809
4903,10810
4904,10811
4905,10812
4906,10813
4907,10814
4908,10815
4909,10816
4910,10817
4911,10818
4912,10819
4913,10820
4914,10821
4915,10822
4916,10823
4917,10824
4918,10825
4919,10826
4920,10827
4921,10828
4922,10829
4923,10830
4924,10831
4925,10832
4926,10833
4927,10834
4928,10835
4929,10836
4930,10837
4931,10838
4932,10839
4933,10840
4934,10841
4935,10842
4936,10843
4937,10844
4938,10845
4939,10846
4940,10847
4941,10848
4942,10849
4943,10850
4944,10851
4945,10852
4946,10853
4947,10854
4948,10855
4949,10856
4950,10857
4951,10858
4952,10859
4953,10860
4954,10861
4955,10862
4956,10863
4957,10864
4958,10865
4959,10866
4960,10867
4961,10868
4962,10869
4963,10870
4964,10871
4965,10872
4966,10873
4967,10874
4968,10875
4969,10876
4970,10877
4971,10878
4972,10879
4973,10880
4974,10881
4975,10882
4976,10883
4977,10884
4978,10885
4979,10886
4980,10887
4981,10888
4982,10889
4983,10890
4984,10891
4985,10892
4986,10893
4987,10894
4988,10895
4989,10896
4990,10897
4991,10898
4992,10899
4993,10900
4994,10901
4995,10902
4996,10903
4997,10904
4998,10905
4999,10906
5000,10907
5001,10908
5002,10909
5003,10910
5004,10911
5005,10912
5006,10913
5007,10914
5008,10915
5009,10916
5010,10917
5011,10918
5012,10919
5013,10920
5014,10921
5015,10922
5016,10923
5017,10924
5018,10925
5019,10926
5020,10927
5021,10928
5022,10929
5023,10930
5024,10931
5025,10932
5026,10933
5027,10934
5028,10935
5029,10936
5030,10937
5031,10938
5032,10939
5033,10940
5034,10941
5035,10942
5036,10943
5037,10944
5038,10945
5039,10946
5040,10947
5041,10948
5042,10949
5043,10950
5044,10951
5045,10952
5046,10953
5047,10954
5048,10955
5049,10956
5050,10957
5051,10958
5052,10959
5053,10960
5054,10961
5055,10962
5056,10963
5057,10964
5058,10965
5059,10966
5060,10967
5061,10968
5062,10969
5063,10970
5064,10971
5065,10972
5066,10973
5067,10974
5068,10975
5069,10976
5070,10977
5071,10978
5072,10979
5073,10980
5074,10981
5075,10982
5076,10983
5077,10984
5078,10985
5079,10986
5080,10987
5081,10988
5082,10989
5083,10990
5084,10991
5085,10992
5086,10993
5087,10994
5088,10995
5089,10996
5090,10997
5091,10998
5092,10999
5093,11000
5094,11001
5095,11002
5096,11003
5097,11004
5098,11005
5099,11006
5100,11007
5101,11008
5102,11009
5103,11010
5104,11011
5105,11012
5106,11013
5107,11014
5108,11015
5109,11016
5110,11017
5111,11018
5112,11019
5113,11020
5114,11021
5115,11022
5116,11023
5117,11024
5118,11025
5119,11026
5120,11027
5121,11028
5122,11029
5123,11030
5124,11031
5125,11032
5126,11033
5127,11034
5128,11035
5129,11036
5130,11037
5131,11038
5132,11039
5133,11040
5134,11041
5135,11042
5136,11043
5137,11044
5138,11045
5139,11046
5140,11047
5141,11048
5142,11049
5143,11050
5144,11051
5145,11052
5146,11053
5147,11054
5148,11055
5149,11056
5150,11057
5151,11058
5152,11059
5153,11060
5154,11061
5155,11062
5156,11063
5157,11064
5158,11065
5159,11066
5160,11067
5161,11068
5162,11069
5163,11070
5164,11071
5165,11072
5166,11073
5167,11074
5168,11075
5169,11076
5170,11077
5171,11078
5172,11079
5173,11080
5174,11081
5175,11082
5176,11083
5177,11084
5178,11085
5179,11086
5180,11087
5181,11088
5182,11089
5183,11090
5184,11091
5185,11092
5186,11093
5187,11094
5188,11095
5189,11096
5190,11097
5191,11098
5192,11099
5193,11100
5194,11101
5195,11102
5196,11103
5197,11104
5198,11105
5199,11106
5200,11107
5201,11108
5202,11109
5203,11110
5204,11111
5205,11112
5206,11113
5207,11114
5208,11115
5209,11116
5210,11117
5211,11118
5212,11119
5213,11120
5214,11121
5215,11122
5216,11123
5217,11124
5218,11125
5219,11126
5220,11127
5221,11128
5222,11129
5223,11130
5224,11131
5225,11132
5226,11133
5227,11134
5228,11135
5229,11136
5230,11137
5231,11138
5232,11139
5233,11140
5234,11141
5235,11142
5236,11143
5237,11144
5238,11145
5239,11146
5240,11147
5241,11148
5242,11149
5243,11150
5244,11151
5245,11152
5246,11153
5247,11154
5248,11155
5249,11156
5250,11157
5251,11158
5252,11159
5253,11160
5254,11161
5255,11162
5256,11163
5257,11164
5258,11165
5259,11166
5260,11167
5261,11168
5262,11169
5263,11170
5264,11171
5265,11172
5266,11173
5267,11174
5268,11175
5269,11176
5270,11177
5271,11178
5272,11179
5273,11180
5274,11181
5275,11182
5276,11183
5277,11184
5278,11185
5279,11186
5280,11187
5281,11188
5282,11189
5283,11190
5284,11191
5285,11192
5286,11193
5287,11194
5288,11195
5289,11196
5290,11197
5291,11198
5292,11199
5293,11200
5294,11201
5295,11202
5296,11203
5297,11204
5298,11205
5299,11206
5300,11207
5301,11208
5302,11209
5303,11210
5304,11211
5305,11212
5306,11213
5307,11214
5308,11215
5309,11216
5310,11217
5311,11218
5312,11219
5313,11220
5314,11221
5315,11222
5316,11223
5317,11224
5318,11225
5319,11226
5320,11227
5321,11228
5322,11229
5323,11230
5324,11231
5325,11232
5326,11233
5327,11234
5328,11235
5329,11236
5330,11237
5331,11238
5332,11239
5333,11240
5334,11241
5335,11242
5336,11243
5337,11244
5338,11245
5339,11246
5340,11247
5341,11248
5342,11249
5343,11250
5344,11251
5345,11252
5346,11253
5347,11254
5348,11255
5349,11256
5350,11257
5351,11258
5352,11259
5353,11260
5354,11261
5355,11262
5356,11263
5357,11264
5358,11265
5359,11266
5360,11267
5361,11268
5362,11269
5363,11270
5364,11271
5365,11272
5366,11273
5367,11274
5368,11275
5369,11276
5370,11277
5371,11278
5372,11279
5373,11280
5374,11281
5375,11282
5376,11283
5377,11284
5378,11285
5379,11286
5380,11287
5381,11288
5382,11289
5383,11290
5384,11291
5385,11292
5386,11293
5387,11294
5388,11295
5389,11296
5390,11297
5391,11298
5392,11299
5393,11300
5394,11301
5395,11302
5396,11303
5397,11304
5398,11305
5399,11306
5400,11307
5401,11308
5402,11309
5403,11310
5404,11311
5405,11312
5406,11313
5407,11314
5408,11315
5409,11316
5410,11317
5411,11318
5412,11319
5413,11320
5414,11321
5415,11322
5416,11323
5417,11324
5418,11325
5419,11326
5420,11327
5421,11328
5422,11329
5423,11330
5424,11331
5425,11332
5426,11333
5427,11334
5428,11335
5429,11336
5430,11337
5431,11338
5432,11339
5433,11340
5434,11341
5435,11342
5436,11343
5437,11344
5438,11345
5439,11346
5440,11347
5441,11348
5442,11349
5443,11350
5444,11351
5445,11352
5446,11353
5447,11354
5448,11355
5449,11356
5450,11357
5451,11358
5452,11359
5453,11360
5454,11361
5455,11362
5456,11363
5457,11364
5458,11365
5459,11366
5460,11367
5461,11368
5462,11369
5463,11370
5464,11371
5465,11372
5466,11373
5467,11374
5468,11375
5469,11376
5470,11377
5471,11378
5472,11379
5473,11380
5474,11381
5475,11382
5476,11383
5477,11384
5478,11385
5479,11386
5480,11387
5481,11388
5482,11389
5483,11390
5484,11391
5485,11392
5486,11393
5487,11394
5488,11395
5489,11396
5490,11397
5491,11398
5492,11399
5493,11400
5494,11401
5495,11402
5496,11403
5497,11404
5498,11405
5499,11406
5500,11407
5501,11408
5502,11409
5503,11410
5504,11411
5505,11412
5506,11413
5507,11414
5508,11415
5509,11416
5510,11417
5511,11418
5512,11419
5513,11420
5514,11421
5515,11422
5516,11423
5517,11424
5518,11425
5519,11426
5520,11427
5521,11428
5522,11429
5523,11430
5524,11431
5525,11432
5526,11433
5527,11434
5528,11435
5529,11436
5530,11437
5531,11438
5532,11439
5533,11440
5534,11441
5535,11442
5536,11443
5537,11444
5538,11445
5539,11446
5540,11447
5541,11448
5542,11449
5543,11450
5544,11451
5545,11452
5546,11453
5547,11454
5548,11455
5549,11456
5550,11457
5551,11458
5552,11459
5553,11460
5554,11461
5555,11462
5556,11463
5557,11464
5558,11465
5559,11466
5560,11467
5561,11468
5562,11469
5563,11470
5564,11471
5565,11472
5566,11473
5567,11474
5568,11475
5569,11476
5570,11477
5571,11478
5572,11479
5573,11480
5574,11481
5575,11482
5576,11483
5577,11484
5578,11485
5579,11486
5580,11487
5581,11488
5582,11489
5583,11490
5584,11491
5585,11492
5586,11493
5587,11494
5588,11495
5589,11496
5590,11497
5591,11498
5592,11499
5593,11500
5594,11501
5595,11502
5596,11503
5597,11504
5598,11505
5599,11506
5600,11507
5601,11508
5602,11509
5603,11510
5604,11511
5605,11512
5606,11513
5607,11514
5608,11515
5609,11516
5610,11517
5611,11518
5612,11519
5613,11520
5614,11521
5615,11522
5616,11523
5617,11524
5618,11525
5619,11526
5620,11527
5621,11528
5622,11529
5623,11530
5624,11531
5625,11532
5626,11533
5627,11534
5628,11535
5629,11536
5630,11537
5631,11538
5632,11539
5633,11540
5634,11541
5635,11542
5636,11543
5637,11544
5638,11545
5639,11546
5640,11547
5641,11548
5642,11549
5643,11550
5644,11551
5645,11552
5646,11553
5647,11554
5648,11555
5649,11556
5650,11557
5651,11558
5652,11559
5653,11560
5654,11561
5655,11562
5656,11563
5657,11564
5658,11565
5659,11566
5660,11567
5661,11568
5662,11569
5663,11570
5664,11571
5665,11572
5666,11573
5667,11574
5668,11575
5669,11576
5670,11577
5671,11578
5672,11579
5673,11580
5674,11581
5675,11582
5676,11583
5677,11584
5678,11585
5679,11586
5680,11587
5681,11588
5682,11589
5683,11590
5684,11591
5685,11592
5686,11593
5687,11594
5688,11595
5689,11596
5690,11597
5691,11598
5692,11599
5693,11600
5694,11601
5695,11602
5696,11603
5697,11604
5698,11605
5699,11606
5700,11607
5701,11608
5702,11609
5703,11610
5704,11611
5705,11612
5706,11613
5707,11614
5708,11615
5709,11616
5710,11617
5711,11618
5712,11619
5713,11620
5714,11621
5715,11622
5716,11623
5717,11624
5718,11625
5719,11626
5720,11627
5721,11628
5722,11629
5723,11630
5724,11631
5725,11632
5726,11633
5727,11634
5728,11635
5729,11636
5730,11637
5731,11638
5732,11639
5733,11640
5734,11641
5735,11642
5736,11643
5737,11644
5738,11645
5739,11646
5740,11647
5741,11648
5742,11649
5743,11650
5744,11651
5745,11652
5746,11653
5747,11654
5748,11655
5749,11656
5750,11657
5751,11658
5752,11659
5753,11660
5754,11661
5755,11662
5756,11663
5757,11664
5758,11665
5759,11666
5760,11667
5761,11668
5762,11669
5763,11670
5764,11671
5765,11672
5766,11673
5767,11674
5768,11675
5769,11676
5770,11677
5771,11678
5772,11679
5773,11680
5774,11681
5775,11682
5776,11683
5777,11684
5778,11685
5779,11686
5780,11687
5781,11688
5782,11689
5783,11690
5784,11691
5785,11692
5786,11693
5787,11694
5788,11695
5789,11696
5790,11697
5791,11698
5792,11699
5793,11700
5794,11701
5795,11702
5796,11703
5797,11704
5798,11705
5799,11706
5800,11707
5801,11708
5802,11709
5803,11710
5804,11711
5805,11712
5806,11713
5807,11714
5808,11715
5809,11716
5810,11717
5811,11718
5812,11719
5813,11720
5814,11721
5815,11722
5816,11723
5817,11724
5818,11725
5819,11726
5820,11727
5821,11728
5822,11729
5823,11730
5824,11731
5825,11732
5826,11733
5827,11734
5828,11735
5829,11736
5830,11737
5831,11738
5832,11739
5833,11740
5834,11741
5835,11742
5836,11743
5837,11744
5838,11745
5839,11746
5840,11747
5841,11748
5842,11749
5843,11750
5844,11751
5845,11752
5846,11753
5847,11754
5848,11755
5849,11756
5850,11757
5851,11758
5852,11759
5853,11760
5854,11761
5855,11762
5856,11763
5857,11764
5858,11765
5859,11766
5860,11767
5861,11768
5862,11769
5863,11770
5864,11771
5865,11772
5866,11773
5867,11774
5868,11775
5869,11776
5870,11777
5871,11778
5872,11779
5873,11780
5874,11781
5875,11782
5876,11783
5877,11784
5878,11785
5879,11786
5880,11787
5881,11788
5882,11789
5883,11790
5884,11791
5885,11792
5886,11793
5887,11794
5888,11795
5889,11796
5890,11797
5891,11798
5892,11799
5893,11800
5894,11801
5895,11802
5896,11803
5897,11804
5898,11805
5899,11806
5900,11807
5901,11808
5902,11809
5903,11810
5904,11811
5905,11812
5906,11813
5907,11814
5908,11815
5909,11816
5910,11817
5911,11818
5912,11819
5913,11820
5914,11821
5915,11822
5916,11823
5917,11824
5918,11825
5919,11826
5920,11827
5921,11828
5922,11829
5923,11830
5924,11831
5925,11832
5926,11833
5927,11834
5928,11835
5929,11836
5930,11837
5931,11838
5932,11839
5933,11840
5934,11841
5935,11842
5936,11843
5937,11844
5938,11845
5939,11846
5940,11847
5941,11848
5942,11849
5943,11850
5944,11851
5945,11852
5946,11853
5947,11854
5948,11855
5949,11856
5950,11857
5951,11858
5952,11859
5953,11860
5954,11861
5955,11862
5956,11863
5957,11864
5958,11865
5959,11866
5960,11867
5961,11868
5962,11869
5963,11870
5964,11871
5965,11872
5966,11873
5967,11874
5968,11875
5969,11876
5970,11877
5971,11878
5972,11879
5973,11880
5974,11881
5975,11882
5976,11883
5977,11884
5978,11885
5979,11886
5980,11887
5981,11888
5982,11889
5983,11890
5984,11891
5985,11892
5986,11893
5987,11894
5988,11895
5989,11896
5990,11897
5991,11898
5992,11899
5993,11900
5994,11901
5995,11902
5996,11903
5997,11904
5998,11905
5999,11906
6000,11907
6001,11908
6002,11909
6003,11910
6004,11911
6005,11912
6006,11913
6007,11914
6008,11915
6009,11916
6010,11917
6011,11918
6012,11919
6013,11920
6014,11921
6015,11922
6016,11923
6017,11924
6018,11925
6019,11926
6020,11927
6021,11928
6022,11929
6023,11930
6024,11931
6025,11932
6026,11933
6027,11934
6028,11935
6029,11936
6030,11937
6031,11938
6032,11939
6033,11940
6034,11941
6035,11942
6036,11943
6037,11944
6038,11945
6039,11946
6040,11947
6041,11948
6042,11949
6043,11950
6044,11951
6045,11952
6046,11953
6047,11954
6048,11955
6049,11956
6050,11957
6051,11958
6052,11959
6053,11960
6054,11961
6055,11962
6056,11963
6057,11964
6058,11965
6059,11966
6060,11967
6061,11968
6062,11969
6063,11970
6064,11971
6065,11972
6066,11973
6067,11974
6068,11975
6069,11976
6070,11977
6071,11978
6072,11979
6073,11980
6074,11981
6075,11982
6076,11983
6077,11984
6078,11985
6079,11986
6080,11987
6081,11988
6082,11989
6083,11990
6084,11991
6085,11992
6086,11993
6087,11994
6088,11995
6089,11996
6090,11997
6091,11998
6092,11999
6093,12000
6094,12001
6095,12002
6096,12003
6097,12004
6098,12005
6099,12006
6100,12007
6101,12008
6102,12009
6103,12010
6104,12011
6105,12012
6106,12013
6107,12014
6108,12015
6109,12016
6110,12017
6111,12018
6112,12019
6113,12020
6114,12021
6115,12022
6116,12023
6117,12024
6118,12025
6119,12026
6120,12027
6121,12028
6122,12029
6123,12030
6124,12031
6125,12032
6126,12033
6127,12034
6128,12035
6129,12036
6130,12037
6131,12038
6132,12039
6133,12040
6134,12041
6135,12042
6136,12043
6137,12044
6138,12045
6139,12046
6140,12047
6141,12048
6142,12049
6143,12050
6144,12051
6145,12052
6146,12053
6147,12054
6148,12055
6149,12056
6150,12057
6151,12058
6152,12059
6153,12060
6154,12061
6155,12062
6156,12063
6157,12064
6158,12065
6159,12066
6160,12067
6161,12068
6162,12069
6163,12070
6164,12071
6165,12072
6166,12073
6167,12074
6168,12075
6169,12076
6170,12077
6171,12078
6172,12079
6173,12080
6174,12081
6175,12082
6176,12083
6177,12084
6178,12085
6179,12086
6180,12087
6181,12088
6182,12089
6183,12090
6184,12091
6185,12092
6186,12093
6187,12094
6188,12095
6189,12096
6190,12097
6191,12098
6192,12099
6193,12100
6194,12101
6195,12102
6196,12103
6197,12104
6198,12105
6199,12106
6200,12107
6201,12108
6202,12109
6203,12110
6204,12111
6205,12112
6206,12113
6207,12114
6208,12115
6209,12116
6210,12117
6211,12118
6212,12119
6213,12120
6214,12121
6215,12122
6216,12123
6217,12124
6218,12125
6219,12126
6220,12127
6221,12128
6222,12129
6223,12130
6224,12131
6225,12132
6226,12133
6227,12134
6228,12135
6229,12136
6230,12137
6231,12138
6232,12139
6233,12140
6234,12141
6235,12142
6236,12143
6237,12144
6238,12145
6239,12146
6240,12147
6241,12148
6242,12149
6243,12150
6244,12151
6245,12152
6246,12153
6247,12154
6248,12155
6249,12156
6250,12157
6251,12158
6252,12159
6253,12160
6254,12161
6255,12162
6256,12163
6257,12164
6258,12165
6259,12166
6260,12167
6261,12168
6262,12169
6263,12170
6264,12171
6265,12172
6266,12173
6267,12174
6268,12175
6269,12176
6270,12177
6271,12178
6272,12179
6273,12180
6274,12181
6275,12182
6276,12183
6277,12184
6278,12185
6279,12186
6280,12187
6281,12188
6282,12189
6283,12190
6284,12191
6285,12192
6286,12193
6287,12194
6288,12195
6289,12196
6290,12197
6291,12198
6292,12199
6293,12200
6294,12201
6295,12202
6296,12203
6297,12204
6298,12205
6299,12206
6300,12207
6301,12208
6302,12209
6303,12210
6304,12211
6305,12212
6306,12213
6307,12214
6308,12215
6309,12216
6310,12217
6311,12218
6312,12219
6313,12220
6314,12221
6315,12222
6316,12223
6317,12224
6318,12225
6319,12226
6320,12227
6321,12228
6322,12229
6323,12230
6324,12231
6325,12232
6326,12233
6327,12234
6328,12235
6329,12236
6330,12237
6331,12238
6332,12239
6333,12240
6334,12241
6335,12242
6336,12243
6337,12244
6338,12245
6339,12246
6340,12247
6341,12248
6342,12249
6343,12250
6344,12251
6345,12252
6346,12253
6347,12254
6348,12255
6349,12256
6350,12257
6351,12258
6352,12259
6353,12260
6354,12261
6355,12262
6356,12263
6357,12264
6358,12265
6359,12266
6360,12267
6361,12268
6362,12269
6363,12270
6364,12271
6365,12272
6366,12273
6367,12274
6368,12275
6369,12276
6370,12277
6371,12278
6372,12279
6373,12280
6374,12281
6375,12282
6376,12283
6377,12284
6378,12285
6379,12286
6380,12287
6381,12288
6382,12289
6383,12290
6384,12291
6385,12292
6386,12293
6387,12294
6388,12295
6389,12296
6390,12297
6391,12298
6392,12299
6393,12300
6394,12301
6395,12302
6396,12303
6397,12304
6398,12305
6399,12306
6400,12307
6401,12308
6402,12309
6403,12310
6404,12311
6405,12312
6406,12313
6407,12314
6408,12315
6409,12316
6410,12317
6411,12318
6412,12319
6413,12320
6414,12321
6415,12322
6416,12323
6417,12324
6418,12325
6419,12326
6420,12327
6421,12328
6422,12329
6423,12330
6424,12331
6425,12332
6426,12333
6427,12334
6428,12335
6429,12336
6430,12337
6431,12338
6432,12339
6433,12340
6434,12341
6435,12342
6436,12343
6437,12344
6438,12345
6439,12346
6440,12347
6441,12348
6442,12349
6443,12350
6444,12351
6445,12352
6446,12353
6447,12354
6448,12355
6449,12356
6450,12357
6451,12358
6452,12359
6453,12360
6454,12361
6455,12362
6456,12363
6457,12364
6458,12365
6459,12366
6460,12367
6461,12368
6462,12369
6463,12370
6464,12371
6465,12372
6466,12373
6467,12374
6468,12375
6469,12376
6470,12377
6471,12378
6472,12379
6473,12380
6474,12381
6475,12382
6476,12383
6477,12384
6478,12385
6479,12386
6480,12387
6481,12388
6482,12389
6483,12390
6484,12391
6485,12392
6486,12393
6487,12394
6488,12395
6489,12396
6490,12397
6491,12398
6492,12399
6493,12400
6494,12401
6495,12402
6496,12403
6497,12404
6498,12405
6499,12406
6500,12407
6501,12408
6502,12409
6503,12410
6504,12411
6505,12412
6506,12413
6507,12414
6508,12415
6509,12416
6510,12417
6511,12418
6512,12419
6513,12420
6514,12421
6515,12422
6516,12423
6517,12424
6518,12425
6519,12426
6520,12427
6521,12428
6522,12429
6523,12430
6524,12431
6525,12432
6526,12433
6527,12434
6528,12435
6529,12436
6530,12437
6531,12438
6532,12439
6533,12440
6534,12441
6535,12442
6536,12443
6537,12444
6538,12445
6539,12446
6540,12447
6541,12448
6542,12449
6543,12450
6544,12451
6545,12452
6546,12453
6547,12454
6548,12455
6549,12456
6550,12457
6551,12458
6552,12459
6553,12460
6554,12461
6555,12462
6556,12463
6557,12464
6558,12465
6559,12466
6560,12467
6561,12468
6562,12469
6563,12470
6564,12471
6565,12472
6566,12473
6567,12474
6568,12475
6569,12476
6570,12477
6571,12478
6572,12479
6573,12480
6574,12481
6575,12482
6576,12483
6577,12484
6578,12485
6579,12486
6580,12487
6581,12488
6582,12489
6583,12490
6584,12491
6585,12492
6586,12493
6587,12494
6588,12495
6589,12496
6590,12497
6591,12498
6592,12499
6593,12500
6594,12501
6595,12502
6596,12503
6597,12504
6598,12505
6599,12506
6600,12507
6601,12508
6602,12509
6603,12510
6604,12511
6605,12512
6606,12513
6607,12514
6608,12515
6609,12516
6610,12517
6611,12518
6612,12519
6613,12520
6614,12521
6615,12522
6616,12523
6617,12524
6618,12525
6619,12526
6620,12527
6621,12528
6622,12529
6623,12530
6624,12531
6625,12532
6626,12533
6627,12534
6628,12535
6629,12536
6630,12537
6631,12538
6632,12539
6633,12540
6634,12541
6635,12542
6636,12543
6637,12544
6638,12545
6639,12546
6640,12547
6641,12548
6642,12549
6643,12550
6644,12551
6645,12552
6646,12553
6647,12554
6648,12555
6649,12556
6650,12557
6651,12558
6652,12559
6653,12560
6654,12561
6655,12562
6656,12563
6657,12564
6658,12565
6659,12566
6660,12567
6661,12568
6662,12569
6663,12570
6664,12571
6665,12572
6666,12573
6667,12574
6668,12575
6669,12576
6670,12577
6671,12578
6672,12579
6673,12580
6674,12581
6675,12582
6676,12583
6677,12584
6678,12585
6679,12586
6680,12587
6681,12588
6682,12589
6683,12590
6684,12591
6685,12592
6686,12593
6687,12594
6688,12595
6689,12596
6690,12597
6691,12598
6692,12599
6693,12600
6694,12601
6695,12602
6696,12603
6697,12604
6698,12605
6699,12606
6700,12607
6701,12608
6702,12609
6703,12610
6704,12611
6705,12612
6706,12613
6707,12614
6708,12615
6709,12616
6710,12617
6711,12618
6712,12619
6713,12620
6714,12621
6715,12622
6716,12623
6717,12624
6718,12625
6719,12626
6720,12627
6721,12628
6722,12629
6723,12630
6724,12631
6725,12632
6726,12633
6727,12634
6728,12635
6729,12636
6730,12637
6731,12638
6732,12639
6733,12640
6734,12641
6735,12642
6736,12643
6737,12644
6738,12645
6739,12646
6740,12647
6741,12648
6742,12649
6743,12650
6744,12651
6745,12652
6746,12653
6747,12654
6748,12655
6749,12656
6750,12657
6751,12658
6752,12659
6753,12660
6754,12661
6755,12662
6756,12663
6757,12664
6758,12665
6759,12666
6760,12667
6761,12668
6762,12669
6763,12670
6764,12671
6765,12672
6766,12673
6767,12674
6768,12675
6769,12676
6770,12677
6771,12678
6772,12679
6773,12680
6774,12681
6775,12682
6776,12683
6777,12684
6778,12685
6779,12686
6780,12687
6781,12688
6782,12689
6783,12690
6784,12691
6785,12692
6786,12693
6787,12694
6788,12695
6789,12696
6790,12697
6791,12698
6792,12699
6793,12700
6794,12701
6795,12702
6796,12703
6797,12704
6798,12705
6799,12706
6800,12707
6801,12708
6802,12709
6803,12710
6804,12711
6805,12712
6806,12713
6807,12714
6808,12715
6809,12716
6810,12717
6811,12718
6812,12719
6813,12720
6814,12721
6815,12722
6816,12723
6817,12724
6818,12725
6819,12726
6820,12727
6821,12728
6822,12729
6823,12730
6824,12731
6825,12732
6826,12733
6827,12734
6828,12735
6829,12736
6830,12737
6831,12738
6832,12739
6833,12740
6834,12741
6835,12742
6836,12743
6837,12744
6838,12745
6839,12746
6840,12747
6841,12748
6842,12749
6843,12750
6844,12751
6845,12752
6846,12753
6847,12754
6848,12755
6849,12756
6850,12757
6851,12758
6852,12759
6853,12760
6854,12761
6855,12762
6856,12763
6857,12764
6858,12765
6859,12766
6860,12767
6861,12768
6862,12769
6863,12770
6864,12771
6865,12772
6866,12773
6867,12774
6868,12775
6869,12776
6870,12777
6871,12778
6872,12779
6873,12780
6874,12781
6875,12782
6876,12783
6877,12784
6878,12785
6879,12786
6880,12787
6881,12788
6882,12789
6883,12790
6884,12791
6885,12792
6886,12793
6887,12794
6888,12795
6889,12796
6890,12797
6891,12798
6892,12799
6893,12800
6894,12801
6895,12802
6896,12803
6897,12804
6898,12805
6899,12806
6900,12807
6901,12808
6902,12809
6903,12810
6904,12811
6905,12812
6906,12813
6907,12814
6908,12815
6909,12816
6910,12817
6911,12818
6912,12819
6913,12820
6914,12821
6915,12822
6916,12823
6917,12824
6918,12825
6919,12826
6920,12827
6921,12828
6922,12829
6923,12830
6924,12831
6925,12832
6926,12833
6927,12834
6928,12835
6929,12836
6930,12837
6931,12838
6932,12839
6933,12840
6934,12841
6935,12842
6936,12843
6937,12844
6938,12845
6939,12846
6940,12847
6941,12848
6942,12849
6943,12850
6944,12851
6945,12852
6946,12853
6947,12854
6948,12855
6949,12856
6950,12857
6951,12858
6952,12859
6953,12860
6954,12861
6955,12862
6956,12863
6957,12864
6958,12865
6959,12866
6960,12867
6961,12868
6962,12869
6963,12870
6964,12871
6965,12872
6966,12873
6967,12874
6968,12875
6969,12876
6970,12877
6971,12878
6972,12879
6973,12880
6974,12881
6975,12882
6976,12883
6977,12884
6978,12885
6979,12886
6980,12887
6981,12888
6982,12889
6983,12890
6984,12891
6985,12892
6986,12893
6987,12894
6988,12895
6989,12896
6990,12897
6991,12898
6992,12899
6993,12900
6994,12901
6995,12902
6996,12903
6997,12904
6998,12905
6999,12906
7000,12907
7001,12908
7002,12909
7003,12910
7004,12911
7005,12912
7006,12913
7007,12914
7008,12915
7009,12916
7010,12917
7011,12918
7012,12919
7013,12920
7014,12921
7015,12922
7016,12923
7017,12924
7018,12925
7019,12926
7020,12927
7021,12928
7022,12929
7023,12930
7024,12931
7025,12932
7026,12933
7027,12934
7028,12935
7029,12936
7030,12937
7031,12938
7032,12939
7033,12940
7034,12941
7035,12942
7036,12943
7037,12944
7038,12945
7039,12946
7040,12947
7041,12948
7042,12949
7043,12950
7044,12951
7045,12952
7046,12953
7047,12954
7048,12955
7049,12956
7050,12957
7051,12958
7052,12959
7053,12960
7054,12961
7055,12962
7056,12963
7057,12964
7058,12965
7059,12966
7060,12967
7061,12968
7062,12969
7063,12970
7064,12971
7065,12972
7066,12973
7067,12974
7068,12975
7069,12976
7070,12977
7071,12978
7072,12979
7073,12980
7074,12981
7075,12982
7076,12983
7077,12984
7078,12985
7079,12986
7080,12987
7081,12988
7082,12989
7083,12990
7084,12991
7085,12992
7086,12993
7087,12994
7088,12995
7089,12996
7090,12997
7091,12998
7092,12999
7093,13000
7094,13001
7095,13002
7096,13003
7097,13004
7098,13005
7099,13006
7100,13007
7101,13008
7102,13009
7103,13010
7104,13011
7105,13012
7106,13013
7107,13014
7108,13015
7109,13016
7110,13017
7111,13018
7112,13019
7113,13020
7114,13021
7115,13022
7116,13023
7117,13024
7118,13025
7119,13026
7120,13027
7121,13028
7122,13029
7123,13030
7124,13031
7125,13032
7126,13033
7127,13034
7128,13035
7129,13036
7130,13037
7131,13038
7132,13039
7133,13040
7134,13041
7135,13042
7136,13043
7137,13044
7138,13045
7139,13046
7140,13047
7141,13048
7142,13049
7143,13050
7144,13051
7145,13052
7146,13053
7147,13054
7148,13055
7149,13056
7150,13057
7151,13058
7152,13059
7153,13060
7154,13061
7155,13062
7156,13063
7157,13064
7158,13065
7159,13066
7160,13067
7161,13068
7162,13069
7163,13070
7164,13071
7165,13072
7166,13073
7167,13074
7168,13075
7169,13076
7170,13077
7171,13078
7172,13079
7173,13080
7174,13081
7175,13082
7176,13083
7177,13084
7178,13085
7179,13086
7180,13087
7181,13088
7182,13089
7183,13090
7184,13091
7185,13092
7186,13093
7187,13094
7188,13095
7189,13096
7190,13097
7191,13098
7192,13099
7193,13100
7194,13101
7195,13102
7196,13103
7197,13104
7198,13105
7199,13106
7200,13107
7201,13108
7202,13109
7203,13110
7204,13111
7205,13112
7206,13113
7207,13114
7208,13115
7209,13116
7210,13117
7211,13118
7212,13119
7213,13120
7214,13121
7215,13122
7216,13123
7217,13124
7218,13125
7219,13126
7220,13127
7221,13128
7222,13129
7223,13130
7224,13131
7225,13132
