Tc_full-no_duplicates,Tc_full
2566,3765
2567,3766
2568,3767
2569,3768
2570,3769
2571,3770
2572,3771
2573,3772
2574,3773
2575,3774
2576,3775
2577,3776
2578,3777
2579,3778
2580,3779
2581,3780
2582,3781
2583,3782
2584,3783
2585,3784
2586,3785
2587,3786
2588,3787
2589,3788
2590,3789
2591,3790
2592,3791
2593,3792
2594,3793
2595,3794
2596,3795
2597,3796
2598,3797
2599,3798
2600,3799
2601,3800
2602,3801
2603,3802
2604,3803
2605,3804
2606,3805
2607,3806
2608,3807
2609,3808
2610,3809
2611,3810
2612,3811
2613,3812
2614,3813
2615,3814
2616,3815
2617,3816
2618,3817
2619,3818
2620,3819
2621,3820
2622,3821
2623,3822
2624,3823
2625,3824
2626,3825
2627,3826
2628,3827
2629,3828
2630,3829
2631,3830
2632,3831
2633,3832
2634,3833
2635,3834
2636,3835
2637,3836
2638,3837
2639,3838
2640,3839
2641,3840
2642,3841
2643,3842
2644,3843
2645,3844
2646,3845
2647,3846
2648,3847
2649,3848
2650,3849
2651,3850
2652,3851
2653,3852
2654,3853
2655,3854
2656,3855
2657,3856
2658,3857
2659,3858
2660,3859
2661,3860
2662,3861
2663,3862
2664,3863
2665,3864
2666,3865
2667,3866
2668,3867
2669,3868
2670,3869
2671,3870
2672,3871
2673,3872
2674,3873
2675,3874
2676,3875
2677,3876
2678,3877
2679,3878
2680,3879
2681,3880
2682,3881
2683,3882
2684,3883
2685,3884
2686,3885
2687,3886
2688,3887
2689,3888
2690,3889
2691,3890
2692,3891
2693,3892
2694,3893
2695,3894
2696,3895
2697,3896
2698,3897
2699,3898
2700,3899
2701,3900
2702,3901
2703,3902
2704,3903
2705,3904
2706,3905
2707,3906
2708,3907
2709,3908
2710,3909
2711,3910
2712,3911
2713,3912
2714,3913
2715,3914
2716,3915
2717,3916
2718,3917
2719,3918
2720,3919
2721,3920
2722,3921
2723,3922
2724,3923
2725,3924
2726,3925
2727,3926
2728,3927
2729,3928
2730,3929
2731,3930
2732,3931
2733,3932
2734,3933
2735,3934
2736,3935
2737,3936
2738,3937
2739,3938
2740,3939
2741,3940
2742,3941
2743,3942
2744,3943
2745,3944
2746,3945
2747,3946
2748,3947
2749,3948
2750,3949
2751,3950
2752,3951
2753,3952
2754,3953
2755,3954
2756,3955
2757,3956
2758,3957
2759,3958
2760,3959
2761,3960
2762,3961
2763,3962
2764,3963
2765,3964
2766,3965
2767,3966
2768,3967
2769,3968
2770,3969
2771,3970
2772,3971
2773,3972
2774,3973
2775,3974
2776,3975
2777,3976
2778,3977
2779,3978
2780,3979
2781,3980
2782,3981
2783,3982
2784,3983
2785,3984
2786,3985
2787,3986
2788,3987
2789,3988
2790,3989
2791,3990
2792,3991
2793,3992
2794,3993
2795,3994
2796,3995
2797,3996
2798,3997
2799,3998
2800,3999
2801,4000
2802,4001
2803,4002
2804,4003
2805,4004
2806,4005
2807,4006
2808,4007
2809,4008
2810,4009
2811,4010
2812,4011
2813,4012
2814,4013
2815,4014
2816,4015
2817,4016
2818,4017
2819,4018
2820,4019
2821,4020
2822,4021
2823,4022
2824,4023
2825,4024
2826,4025
2827,4026
2828,4027
2829,4028
2830,4029
2831,4030
2832,4031
2833,4032
2834,4033
2835,4034
2836,4035
2837,4036
2838,4037
2839,4038
2840,4039
2841,4040
2842,4041
2843,4042
2844,4043
2845,4044
2846,4045
2847,4046
2848,4047
2849,4048
2850,4049
2851,4050
2852,4051
2853,4052
2854,4053
2855,4054
2856,4055
2857,4056
2858,4057
2859,4058
2860,4059
2861,4060
2862,4061
2863,4062
2864,4063
2865,4064
2866,4065
2867,4066
2868,4067
2869,4068
2870,4069
2871,4070
2872,4071
2873,4072
2874,4073
2875,4074
2876,4075
2877,4076
2878,4077
2879,4078
2880,4079
2881,4080
2882,4081
2883,4082
2884,4083
2885,4084
2886,4085
2887,4086
2888,4087
2889,4088
2890,4089
2891,4090
2892,4091
2893,4092
2894,4093
2895,4094
2896,4095
2897,4096
2898,4097
2899,4098
2900,4099
2901,4100
2902,4101
2903,4102
2904,4103
2905,4104
2906,4105
2907,4106
2908,4107
2909,4108
2910,4109
2911,4110
2912,4111
2913,4112
2914,4113
2915,4114
2916,4115
2917,4116
2918,4117
2919,4118
2920,4119
2921,4120
2922,4121
2923,4122
2924,4123
2925,4124
2926,4125
2927,4126
2928,4127
2929,4128
2930,4129
2931,4130
2932,4131
2933,4132
2934,4133
2935,4134
2936,4135
2937,4136
2938,4137
2939,4138
2940,4139
2941,4140
2942,4141
2943,4142
2944,4143
2945,4144
2946,4145
2947,4146
2948,4147
2949,4148
2950,4149
2951,4150
2952,4151
2953,4152
2954,4153
2955,4154
2956,4155
2957,4156
2958,4157
2959,4158
2960,4159
2961,4160
2962,4161
2963,4162
2964,4163
2965,4164
2966,4165
2967,4166
2968,4167
2969,4168
2970,4169
2971,4170
2972,4171
2973,4172
2974,4173
2975,4174
2976,4175
2977,4176
2978,4177
2979,4178
2980,4179
2981,4180
2982,4181
2983,4182
2984,4183
2985,4184
2986,4185
2987,4186
2988,4187
2989,4188
2990,4189
2991,4190
2992,4191
2993,4192
2994,4193
2995,4194
2996,4195
2997,4196
2998,4197
2999,4198
3000,4199
3001,4200
3002,4201
3003,4202
3004,4203
3005,4204
3006,4205
3007,4206
3008,4207
3009,4208
3010,4209
3011,4210
3012,4211
3013,4212
3014,4213
3015,4214
3016,4215
3017,4216
3018,4217
3019,4218
3020,4219
3021,4220
3022,4221
3023,4222
3024,4223
3025,4224
3026,4225
3027,4226
3028,4227
3029,4228
3030,4229
3031,4230
3032,4231
3033,4232
3034,4233
3035,4234
3036,4235
3037,4236
3038,4237
3039,4238
3040,4239
3041,4240
3042,4241
3043,4242
3044,4243
3045,4244
3046,4245
3047,4246
3048,4247
3049,4248
3050,4249
3051,4250
3052,4251
3053,4252
3054,4253
3055,4254
3056,4255
3057,4256
3058,4257
3059,4258
3060,4259
3061,4260
3062,4261
3063,4262
3064,4263
3065,4264
3066,4265
3067,4266
3068,4267
3069,4268
3070,4269
3071,4270
3072,4271
3073,4272
3074,4273
3075,4274
3076,4275
3077,4276
3078,4277
3079,4278
3080,4279
3081,4280
3082,4281
3083,4282
3084,4283
3085,4284
3086,4285
3087,4286
3088,4287
3089,4288
3090,4289
3091,4290
3092,4291
3093,4292
3094,4293
3095,4294
3096,4295
3097,4296
3098,4297
3099,4298
3100,4299
3101,4300
3102,4301
3103,4302
3104,4303
3105,4304
3106,4305
3107,4306
3108,4307
3109,4308
3110,4309
3111,4310
3112,4311
3113,4312
3114,4313
3115,4314
3116,4315
3117,4316
3118,4317
3119,4318
3120,4319
3121,4320
3122,4321
3123,4322
3124,4323
3125,4324
3126,4325
3127,4326
3128,4327
3129,4328
3130,4329
3131,4330
3132,4331
3133,4332
3134,4333
3135,4334
3136,4335
3137,4336
3138,4337
3139,4338
3140,4339
3141,4340
3142,4341
3143,4342
3144,4343
3145,4344
3146,4345
3147,4346
3148,4347
3149,4348
3150,4349
3151,4350
3152,4351
3153,4352
3154,4353
3155,4354
3156,4355
3157,4356
3158,4357
3159,4358
3160,4359
3161,4360
3162,4361
3163,4362
3164,4363
3165,4364
3166,4365
3167,4366
3168,4367
3169,4368
3170,4369
3171,4370
3172,4371
3173,4372
3174,4373
3175,4374
3176,4375
3177,4376
3178,4377
3179,4378
3180,4379
3181,4380
3182,4381
3183,4382
3184,4383
3185,4384
3186,4385
3187,4386
3188,4387
3189,4388
3190,4389
3191,4390
3192,4391
3193,4392
3194,4393
3195,4394
3196,4395
3197,4396
3198,4397
3199,4398
3200,4399
3201,4400
3202,4401
3203,4402
3204,4403
3205,4404
3206,4405
3207,4406
3208,4407
3209,4408
3210,4409
3211,4410
3212,4411
3213,4412
3214,4413
3215,4414
3216,4415
3217,4416
3218,4417
3219,4418
3220,4419
3221,4420
3222,4421
3223,4422
3224,4423
3225,4424
3226,4425
3227,4426
3228,4427
3229,4428
3230,4429
3231,4430
3232,4431
3233,4432
3234,4433
3235,4434
3236,4435
3237,4436
3238,4437
3239,4438
3240,4439
3241,4440
3242,4441
3243,4442
3244,4443
3245,4444
3246,4445
3247,4446
3248,4447
3249,4448
3250,4449
3251,4450
3252,4451
3253,4452
3254,4453
3255,4454
3256,4455
3257,4456
3258,4457
3259,4458
3260,4459
3261,4460
3262,4461
3263,4462
3264,4463
3265,4464
3266,4465
3267,4466
3268,4467
3269,4468
3270,4469
3271,4470
3272,4471
3273,4472
3274,4473
3275,4474
3276,4475
3277,4476
3278,4477
3279,4478
3280,4479
3281,4480
3282,4481
3283,4482
3284,4483
3285,4484
3286,4485
3287,4486
3288,4487
3289,4488
3290,4489
3291,4490
3292,4491
3293,4492
3294,4493
3295,4494
3296,4495
3297,4496
3298,4497
3299,4498
3300,4499
3301,4500
3302,4501
3303,4502
3304,4503
3305,4504
3306,4505
3307,4506
3308,4507
3309,4508
3310,4509
3311,4510
3312,4511
3313,4512
3314,4513
3315,4514
3316,4515
3317,4516
3318,4517
3319,4518
3320,4519
3321,4520
3322,4521
3323,4522
3324,4523
3325,4524
3326,4525
3327,4526
3328,4527
3329,4528
3330,4529
3331,4530
3332,4531
3333,4532
3334,4533
3335,4534
3336,4535
3337,4536
3338,4537
3339,4538
3340,4539
3341,4540
3342,4541
3343,4542
3344,4543
3345,4544
3346,4545
3347,4546
3348,4547
3349,4548
3350,4549
3351,4550
3352,4551
3353,4552
3354,4553
3355,4554
3356,4555
3357,4556
3358,4557
3359,4558
3360,4559
3361,4560
3362,4561
3363,4562
3364,4563
3365,4564
3366,4565
3367,4566
3368,4567
3369,4568
3370,4569
3371,4570
3372,4571
3373,4572
3374,4573
3375,4574
3376,4575
3377,4576
3378,4577
3379,4578
3380,4579
3381,4580
3382,4581
3383,4582
3384,4583
3385,4584
3386,4585
3387,4586
3388,4587
3389,4588
3390,4589
3391,4590
3392,4591
3393,4592
3394,4593
3395,4594
3396,4595
3397,4596
3398,4597
3399,4598
3400,4599
3401,4600
3402,4601
3403,4602
3404,4603
3405,4604
3406,4605
3407,4606
3408,4607
3409,4608
3410,4609
3411,4610
3412,4611
3413,4612
3414,4613
3415,4614
3416,4615
3417,4616
3418,4617
3419,4618
3420,4619
3421,4620
3422,4621
3423,4622
3424,4623
3425,4624
3426,4625
3427,4626
3428,4627
3429,4628
3430,4629
3431,4630
3432,4631
3433,4632
3434,4633
3435,4634
3436,4635
3437,4636
3438,4637
3439,4638
3440,4639
3441,4640
3442,4641
3443,4642
3444,4643
3445,4644
3446,4645
3447,4646
3448,4647
3449,4648
3450,4649
3451,4650
3452,4651
3453,4652
3454,4653
3455,4654
3456,4655
3457,4656
3458,4657
3459,4658
3460,4659
3461,4660
3462,4661
3463,4662
3464,4663
3465,4664
3466,4665
3467,4666
3468,4667
3469,4668
3470,4669
3471,4670
3472,4671
3473,4672
3474,4673
3475,4674
3476,4675
3477,4676
3478,4677
3479,4678
3480,4679
3481,4680
3482,4681
3483,4682
3484,4683
3485,4684
3486,4685
3487,4686
3488,4687
3489,4688
3490,4689
3491,4690
3492,4691
3493,4692
3494,4693
3495,4694
3496,4695
3497,4696
3498,4697
3499,4698
3500,4699
3501,4700
3502,4701
3503,4702
3504,4703
3505,4704
3506,4705
3507,4706
3508,4707
3509,4708
3510,4709
3511,4710
3512,4711
3513,4712
3514,4713
3515,4714
3516,4715
3517,4716
3518,4717
3519,4718
3520,4719
3521,4720
3522,4721
3523,4722
3524,4723
3525,4724
3526,4725
3527,4726
3528,4727
3529,4728
3530,4729
3531,4730
3532,4731
3533,4732
3534,4733
3535,4734
3536,4735
3537,4736
3538,4737
3539,4738
3540,4739
3541,4740
3542,4741
3543,4742
3544,4743
3545,4744
3546,4745
3547,4746
3548,4747
3549,4748
3550,9457
3551,9458
3552,9459
3553,9460
3554,9461
3555,9462
3556,9463
3557,9464
3558,9465
3559,9466
3560,9467
3561,9468
3562,9469
3563,9470
3564,9471
3565,9472
3566,9473
3567,9474
3568,9475
3569,9476
3570,9477
3571,9478
3572,9479
3573,9480
3574,9481
3575,9482
3576,9483
3577,9484
3578,9485
3579,9486
3580,9487
3581,9488
3582,9489
3583,9490
3584,9491
3585,9492
3586,9493
3587,9494
3588,9495
3589,9496
3590,9497
3591,9498
3592,9499
3593,9500
3594,9501
3595,9502
3596,9503
3597,9504
3598,9505
3599,9506
3600,9507
3601,9508
3602,9509
3603,9510
3604,9511
3605,9512
3606,9513
3607,9514
3608,9515
3609,9516
3610,9517
3611,9518
3612,9519
3613,9520
3614,9521
3615,9522
3616,9523
3617,9524
3618,9525
3619,9526
3620,9527
3621,9528
3622,9529
3623,9530
3624,9531
3625,9532
3626,9533
3627,9534
3628,9535
3629,9536
3630,9537
3631,9538
3632,9539
3633,9540
3634,9541
3635,9542
3636,9543
3637,9544
3638,9545
3639,9546
3640,9547
3641,9548
3642,9549
3643,9550
3644,9551
3645,9552
3646,9553
3647,9554
3648,9555
3649,9556
3650,9557
3651,9558
3652,9559
3653,9560
3654,9561
3655,9562
3656,9563
3657,9564
3658,9565
3659,9566
3660,9567
3661,9568
3662,9569
3663,9570
3664,9571
3665,9572
3666,9573
3667,9574
3668,9575
3669,9576
3670,9577
3671,9578
3672,9579
3673,9580
3674,9581
3675,9582
3676,9583
3677,9584
3678,9585
3679,9586
3680,9587
3681,9588
3682,9589
3683,9590
3684,9591
3685,9592
3686,9593
3687,9594
3688,9595
3689,9596
3690,9597
3691,9598
3692,9599
3693,9600
3694,9601
3695,9602
3696,9603
3697,9604
3698,9605
3699,9606
3700,9607
3701,9608
3702,9609
3703,9610
3704,9611
3705,9612
3706,9613
3707,9614
3708,9615
3709,9616
3710,9617
3711,9618
3712,9619
3713,9620
3714,9621
3715,9622
3716,9623
3717,9624
3718,9625
3719,9626
3720,9627
3721,9628
3722,9629
3723,9630
3724,9631
3725,9632
3726,9633
3727,9634
3728,9635
3729,9636
3730,9637
3731,9638
3732,9639
3733,9640
3734,9641
3735,9642
3736,9643
3737,9644
3738,9645
3739,9646
3740,9647
3741,9648
3742,9649
3743,9650
3744,9651
3745,9652
3746,9653
3747,9654
3748,9655
3749,9656
3750,9657
3751,9658
3752,9659
3753,9660
3754,9661
3755,9662
3756,9663
3757,9664
3758,9665
3759,9666
3760,9667
3761,9668
3762,9669
3763,9670
3764,9671
3765,9672
3766,9673
3767,9674
3768,9675
3769,9676
3770,9677
3771,9678
3772,9679
3773,9680
3774,9681
3775,9682
3776,9683
3777,9684
3778,9685
3779,9686
3780,9687
3781,9688
3782,9689
3783,9690
3784,9691
3785,9692
3786,9693
3787,9694
3788,9695
3789,9696
3790,9697
3791,9698
3792,9699
3793,9700
3794,9701
3795,9702
3796,9703
3797,9704
3798,9705
3799,9706
3800,9707
3801,9708
3802,9709
3803,9710
3804,9711
3805,9712
3806,9713
3807,9714
3808,9715
3809,9716
3810,9717
3811,9718
3812,9719
3813,9720
3814,9721
3815,9722
3816,9723
3817,9724
3818,9725
3819,9726
3820,9727
3821,9728
3822,9729
3823,9730
3824,9731
3825,9732
3826,9733
3827,9734
3828,9735
3829,9736
3830,9737
3831,9738
3832,9739
3833,9740
3834,9741
3835,9742
3836,9743
3837,9744
3838,9745
3839,9746
3840,9747
3841,9748
3842,9749
3843,9750
3844,9751
3845,9752
3846,9753
3847,9754
3848,9755
3849,9756
3850,9757
3851,9758
3852,9759
3853,9760
3854,9761
3855,9762
3856,9763
3857,9764
3858,9765
3859,9766
3860,9767
3861,9768
3862,9769
3863,9770
3864,9771
3865,9772
3866,9773
3867,9774
3868,9775
3869,9776
3870,9777
3871,9778
3872,9779
3873,9780
3874,9781
3875,9782
3876,9783
3877,9784
3878,9785
3879,9786
3880,9787
3881,9788
3882,9789
3883,9790
3884,9791
3885,9792
3886,9793
3887,9794
3888,9795
3889,9796
3890,9797
3891,9798
3892,9799
3893,9800
3894,9801
3895,9802
3896,9803
3897,9804
3898,9805
3899,9806
3900,9807
3901,9808
3902,9809
3903,9810
3904,9811
3905,9812
3906,9813
3907,9814
3908,9815
3909,9816
3910,9817
3911,9818
3912,9819
3913,9820
3914,9821
3915,9822
3916,9823
3917,9824
3918,9825
3919,9826
3920,9827
3921,9828
3922,9829
3923,9830
3924,9831
3925,9832
3926,9833
3927,9834
3928,9835
3929,9836
3930,9837
3931,9838
3932,9839
3933,9840
3934,9841
3935,9842
3936,9843
3937,9844
3938,9845
3939,9846
3940,9847
3941,9848
3942,9849
3943,9850
3944,9851
3945,9852
3946,9853
3947,9854
3948,9855
3949,9856
3950,9857
3951,9858
3952,9859
3953,9860
3954,9861
3955,9862
3956,9863
3957,9864
3958,9865
3959,9866
3960,9867
3961,9868
3962,9869
3963,9870
3964,9871
3965,9872
3966,9873
3967,9874
3968,9875
3969,9876
3970,9877
3971,9878
3972,9879
3973,9880
3974,9881
3975,9882
3976,9883
3977,9884
3978,9885
3979,9886
3980,9887
3981,9888
3982,9889
3983,9890
3984,9891
3985,9892
3986,9893
3987,9894
3988,9895
3989,9896
3990,9897
3991,9898
3992,9899
3993,9900
3994,9901
3995,9902
3996,9903
3997,9904
3998,9905
3999,9906
4000,9907
4001,9908
4002,9909
4003,9910
4004,9911
4005,9912
4006,9913
4007,9914
4008,9915
4009,9916
4010,9917
4011,9918
4012,9919
4013,9920
4014,9921
4015,9922
4016,9923
4017,9924
4018,9925
4019,9926
4020,9927
4021,9928
4022,9929
4023,9930
4024,9931
4025,9932
4026,9933
4027,9934
4028,9935
4029,9936
4030,9937
4031,9938
4032,9939
4033,9940
4034,9941
4035,9942
4036,9943
4037,9944
4038,9945
4039,9946
4040,9947
4041,9948
4042,9949
4043,9950
4044,9951
4045,9952
4046,9953
4047,9954
4048,9955
4049,9956
4050,9957
4051,9958
4052,9959
4053,9960
4054,9961
4055,9962
4056,9963
4057,9964
4058,9965
4059,9966
4060,9967
4061,9968
4062,9969
4063,9970
4064,9971
4065,9972
4066,9973
4067,9974
4068,9975
4069,9976
4070,9977
4071,9978
4072,9979
4073,9980
4074,9981
4075,9982
4076,9983
4077,9984
4078,9985
4079,9986
4080,9987
4081,9988
4082,9989
4083,9990
4084,9991
4085,9992
4086,9993
4087,9994
4088,9995
4089,9996
4090,9997
4091,9998
4092,9999
4093,10000
4094,10001
4095,10002
4096,10003
4097,10004
4098,10005
4099,10006
4100,10007
4101,10008
4102,10009
4103,10010
4104,10011
4105,10012
4106,10013
4107,10014
4108,10015
4109,10016
4110,10017
4111,10018
4112,10019
4113,10020
4114,10021
4115,10022
4116,10023
4117,10024
4118,10025
4119,10026
4120,10027
4121,10028
4122,10029
4123,10030
4124,10031
4125,10032
4126,10033
4127,10034
4128,10035
4129,10036
4130,10037
4131,10038
4132,10039
4133,10040
4134,10041
4135,10042
4136,10043
4137,10044
4138,10045
4139,10046
4140,10047
4141,10048
4142,10049
4143,10050
4144,10051
4145,10052
4146,10053
4147,10054
4148,10055
4149,10056
4150,10057
4151,10058
4152,10059
4153,10060
4154,10061
4155,10062
4156,10063
4157,10064
4158,10065
4159,10066
4160,10067
4161,10068
4162,10069
4163,10070
4164,10071
4165,10072
4166,10073
4167,10074
4168,10075
4169,10076
4170,10077
4171,10078
4172,10079
4173,10080
4174,10081
4175,10082
4176,10083
4177,10084
4178,10085
4179,10086
4180,10087
4181,10088
4182,10089
4183,10090
4184,10091
4185,10092
4186,10093
4187,10094
4188,10095
4189,10096
4190,10097
4191,10098
4192,10099
4193,10100
4194,10101
4195,10102
4196,10103
4197,10104
4198,10105
4199,10106
4200,10107
4201,10108
4202,10109
4203,10110
4204,10111
4205,10112
4206,10113
4207,10114
4208,10115
4209,10116
4210,10117
4211,10118
4212,10119
4213,10120
4214,10121
4215,10122
4216,10123
4217,10124
4218,10125
4219,10126
4220,10127
4221,10128
4222,10129
4223,10130
4224,10131
4225,10132
4226,10133
4227,10134
4228,10135
4229,10136
4230,10137
4231,10138
4232,10139
4233,10140
4234,10141
4235,10142
4236,10143
4237,10144
4238,10145
4239,10146
4240,10147
4241,10148
4242,10149
4243,10150
4244,10151
4245,10152
4246,10153
4247,10154
4248,10155
4249,10156
4250,10157
4251,10158
4252,10159
4253,10160
4254,10161
4255,10162
4256,10163
4257,10164
4258,10165
4259,10166
4260,10167
4261,10168
4262,10169
4263,10170
4264,10171
4265,10172
4266,10173
4267,10174
4268,10175
4269,10176
4270,10177
4271,10178
4272,10179
4273,10180
4274,10181
4275,10182
4276,10183
4277,10184
4278,10185
4279,10186
4280,10187
4281,10188
4282,10189
4283,10190
4284,10191
4285,10192
4286,10193
4287,10194
4288,10195
4289,10196
4290,10197
4291,10198
4292,10199
4293,10200
4294,10201
4295,10202
4296,10203
4297,10204
4298,10205
4299,10206
4300,10207
4301,10208
4302,10209
4303,10210
4304,10211
4305,10212
4306,10213
4307,10214
4308,10215
4309,10216
4310,10217
4311,10218
4312,10219
4313,10220
4314,10221
4315,10222
4316,10223
4317,10224
4318,10225
4319,10226
4320,10227
4321,10228
4322,10229
4323,10230
4324,10231
4325,10232
4326,10233
4327,10234
4328,10235
4329,10236
4330,10237
4331,10238
4332,10239
4333,10240
4334,10241
4335,10242
4336,10243
4337,10244
4338,10245
4339,10246
4340,10247
4341,10248
4342,10249
4343,10250
4344,10251
4345,10252
4346,10253
4347,10254
4348,10255
4349,10256
4350,10257
4351,10258
4352,10259
4353,10260
4354,10261
4355,10262
4356,10263
4357,10264
4358,10265
4359,10266
4360,10267
4361,10268
4362,10269
4363,10270
4364,10271
4365,10272
4366,10273
4367,10274
4368,10275
4369,10276
4370,10277
4371,10278
4372,10279
4373,10280
4374,10281
4375,10282
4376,10283
4377,10284
4378,10285
4379,10286
4380,10287
4381,10288
4382,10289
4383,10290
4384,10291
4385,10292
4386,10293
4387,10294
4388,10295
4389,10296
4390,10297
4391,10298
4392,10299
4393,10300
4394,10301
4395,10302
4396,10303
4397,10304
4398,10305
4399,10306
4400,10307
4401,10308
4402,10309
4403,10310
4404,10311
4405,10312
4406,10313
4407,10314
4408,10315
4409,10316
4410,10317
4411,10318
4412,10319
4413,10320
4414,10321
4415,10322
4416,10323
4417,10324
4418,10325
4419,10326
4420,10327
4421,10328
4422,10329
4423,10330
4424,10331
4425,10332
4426,10333
4427,10334
4428,10335
4429,10336
4430,10337
4431,10338
4432,10339
4433,10340
4434,10341
4435,10342
4436,10343
4437,10344
4438,10345
4439,10346
4440,10347
4441,10348
4442,10349
4443,10350
4444,10351
4445,10352
4446,10353
4447,10354
4448,10355
4449,10356
4450,10357
4451,10358
4452,10359
4453,10360
4454,10361
4455,10362
4456,10363
4457,10364
4458,10365
4459,10366
4460,10367
4461,10368
4462,10369
4463,10370
4464,10371
4465,10372
4466,10373
4467,10374
4468,10375
4469,10376
4470,10377
4471,10378
4472,10379
4473,10380
4474,10381
4475,10382
4476,10383
4477,10384
4478,10385
4479,10386
4480,10387
4481,10388
4482,10389
4483,10390
4484,10391
4485,10392
4486,10393
4487,10394
4488,10395
4489,10396
4490,10397
4491,10398
4492,10399
4493,10400
4494,10401
4495,10402
4496,10403
4497,10404
4498,10405
4499,10406
4500,10407
4501,10408
4502,10409
4503,10410
4504,10411
4505,10412
4506,10413
4507,10414
4508,10415
4509,10416
4510,10417
4511,10418
4512,10419
4513,10420
4514,10421
4515,10422
4516,10423
4517,10424
4518,10425
4519,10426
4520,10427
4521,10428
4522,10429
4523,10430
4524,10431
4525,10432
4526,10433
4527,10434
4528,10435
4529,10436
4530,10437
4531,10438
4532,10439
4533,10440
4534,10441
4535,10442
4536,10443
4537,10444
4538,10445
4539,10446
4540,10447
4541,10448
4542,10449
4543,10450
4544,10451
4545,10452
4546,10453
4547,10454
4548,10455
4549,10456
4550,10457
4551,10458
4552,10459
4553,10460
4554,10461
4555,10462
4556,10463
4557,10464
4558,10465
4559,10466
4560,10467
4561,10468
4562,10469
4563,10470
4564,10471
4565,10472
4566,10473
4567,10474
4568,10475
4569,10476
4570,10477
4571,10478
4572,10479
4573,10480
4574,10481
4575,10482
4576,10483
4577,10484
4578,10485
4579,10486
4580,10487
4581,10488
4582,10489
4583,10490
4584,10491
4585,10492
4586,10493
4587,10494
4588,10495
4589,10496
4590,10497
4591,10498
4592,10499
4593,10500
4594,10501
4595,10502
4596,10503
4597,10504
4598,10505
4599,10506
4600,10507
4601,10508
4602,10509
4603,10510
4604,10511
4605,10512
4606,10513
4607,10514
4608,10515
4609,10516
4610,10517
4611,10518
4612,10519
4613,10520
4614,10521
4615,10522
4616,10523
4617,10524
4618,10525
4619,10526
4620,10527
4621,10528
4622,10529
4623,10530
4624,10531
4625,10532
4626,10533
4627,10534
4628,10535
4629,10536
4630,10537
4631,10538
4632,10539
4633,10540
4634,10541
4635,10542
4636,10543
4637,10544
4638,10545
4639,10546
4640,10547
4641,10548
4642,10549
4643,10550
4644,10551
4645,10552
4646,10553
4647,10554
4648,10555
4649,10556
4650,10557
4651,10558
4652,10559
4653,10560
4654,10561
4655,10562
4656,10563
4657,10564
4658,10565
4659,10566
4660,10567
4661,10568
4662,10569
4663,10570
4664,10571
4665,10572
4666,10573
4667,10574
4668,10575
4669,10576
4670,10577
4671,10578
4672,10579
4673,10580
4674,10581
4675,10582
4676,10583
4677,10584
4678,10585
4679,10586
4680,10587
4681,10588
4682,10589
4683,10590
4684,10591
4685,10592
4686,10593
4687,10594
4688,10595
4689,10596
4690,10597
4691,10598
4692,10599
4693,10600
4694,10601
4695,10602
4696,10603
4697,10604
4698,10605
4699,10606
4700,10607
4701,10608
4702,10609
4703,10610
4704,10611
4705,10612
4706,10613
4707,10614
4708,10615
4709,10616
4710,10617
4711,10618
4712,10619
4713,10620
4714,10621
4715,10622
4716,10623
4717,10624
4718,10625
4719,10626
4720,10627
4721,10628
4722,10629
4723,10630
4724,10631
4725,10632
4726,10633
4727,10634
4728,10635
4729,10636
4730,10637
4731,10638
4732,10639
4733,10640
4734,10641
4735,10642
4736,10643
4737,10644
4738,10645
4739,10646
4740,10647
4741,10648
4742,10649
4743,10650
4744,10651
4745,10652
4746,10653
4747,10654
4748,10655
4749,10656
4750,10657
4751,10658
4752,10659
4753,10660
4754,10661
4755,10662
4756,10663
4757,10664
4758,10665
4759,10666
4760,10667
4761,10668
4762,10669
4763,10670
4764,10671
4765,10672
4766,10673
4767,10674
4768,10675
4769,10676
4770,10677
4771,10678
4772,10679
4773,10680
4774,10681
4775,10682
4776,10683
4777,10684
4778,10685
4779,10686
4780,10687
4781,10688
4782,10689
4783,10690
4784,10691
4785,10692
4786,10693
4787,10694
4788,10695
4789,10696
4790,10697
4791,10698
4792,10699
4793,10700
4794,10701
4795,10702
4796,10703
4797,10704
4798,10705
4799,10706
4800,10707
4801,10708
4802,10709
4803,10710
4804,10711
4805,10712
4806,10713
4807,10714
4808,10715
4809,10716
4810,10717
4811,10718
4812,10719
4813,10720
4814,10721
4815,10722
4816,10723
4817,10724
4818,10725
4819,10726
4820,10727
4821,10728
4822,10729
4823,10730
4824,10731
4825,10732
4826,10733
4827,10734
4828,10735
4829,10736
4830,10737
4831,10738
4832,10739
4833,10740
4834,10741
4835,10742
4836,10743
4837,10744
4838,10745
4839,10746
4840,10747
4841,10748
4842,10749
4843,10750
4844,10751
4845,10752
4846,10753
4847,10754
4848,10755
4849,10756
4850,10757
4851,10758
4852,10759
4853,10760
4854,10761
4855,10762
4856,10763
4857,10764
4858,10765
4859,10766
4860,10767
4861,10768
4862,10769
4863,10770
4864,10771
4865,10772
4866,10773
4867,10774
4868,10775
4869,10776
4870,10777
4871,10778
4872,10779
4873,10780
4874,10781
4875,10782
4876,10783
4877,10784
4878,10785
4879,10786
4880,10787
4881,10788
4882,10789
4883,10790
4884,10791
4885,10792
4886,10793
4887,10794
4888,10795
4889,10796
4890,10797
4891,10798
4892,10799
4893,10800
4894,10801
4895,10802
